order_item_id,order_id,product_card_id,quantity,item_price,discount,discount_rate,sales,item_total,profit_ratio,benefit_per_order
71956,28744,365,2,59.99000168,4.800000191,0.039999999,119.9800034,115.1800003,-0.270000011,-30.75
80250,32090,365,2,59.99000168,2.400000095,0.02,119.9800034,117.5800018,0.25999999,30.5699997
86866,34773,365,2,59.99000168,24,0.200000003,119.9800034,95.98000336,0.479999989,46.0699997
45253,18108,365,3,59.99000168,3.599999905,0.02,179.9700012,176.3699951,0.460000008,81.12999725
156394,62571,365,3,59.99000168,12.60000038,0.07,179.9700012,167.3699951,0.25999999,43.52000046
42919,17162,365,3,59.99000168,16.20000076,0.090000004,179.9700012,163.7700043,0.419999987,68.77999878
164735,65922,365,3,59.99000168,18,0.100000001,179.9700012,161.9700012,0.25,40.49000168
140970,56359,365,3,59.99000168,1.799999952,0.01,179.9700012,178.1699982,-1.600000024,-285.0700073
146701,58613,365,3,59.99000168,9,0.050000001,179.9700012,170.9700012,0.25,42.74000168
19564,7824,365,3,59.99000168,9.899999619,0.059999999,179.9700012,170.0700073,0.289999992,49.3199997
19544,7814,365,3,59.99000168,12.60000038,0.07,179.9700012,167.3699951,0.479999989,80.33999634
19542,7814,365,3,59.99000168,16.20000076,0.090000004,179.9700012,163.7700043,-0.159999996,-26.69000053
152161,60807,365,3,59.99000168,27,0.150000006,179.9700012,152.9700012,-0.769999981,-117.3300018
133456,53413,365,3,59.99000168,27,0.150000006,179.9700012,152.9700012,0.310000002,47.88000107
139714,55876,365,5,59.99000168,0,0,299.9500122,299.9500122,0.469999999,140.9799957
133251,53331,365,5,59.99000168,3,0.01,299.9500122,296.9500122,0.280000001,81.66000366
129241,51725,365,5,59.99000168,3,0.01,299.9500122,296.9500122,0.059999999,18.40999985
131382,52562,365,5,59.99000168,6,0.02,299.9500122,293.9500122,0.109999999,33.22000122
149532,59754,365,5,59.99000168,9,0.029999999,299.9500122,290.9500122,0.090000004,25.30999947
133893,53574,365,5,59.99000168,12,0.039999999,299.9500122,287.9500122,-0.829999983,-239.8600006
989,399,365,5,59.99000168,16.5,0.059999999,299.9500122,283.4500122,-0.550000012,-155.8999939
114171,45680,403,1,129.9900055,2.599999905,0.02,129.9900055,127.3899994,0.349999994,44.59000015
107395,42992,403,1,129.9900055,11.69999981,0.090000004,129.9900055,118.2900009,0.49000001,57.95999908
103114,41304,403,1,129.9900055,13,0.100000001,129.9900055,116.9899979,0.25999999,30.42000008
114173,45680,365,1,59.99000168,10.80000019,0.180000007,59.99000168,49.18999863,0.5,24.60000038
110494,44253,403,1,129.9900055,26,0.200000003,129.9900055,103.9899979,0.469999999,48.88000107
86191,34506,365,3,59.99000168,9,0.050000001,179.9700012,170.9700012,0.059999999,10.77000046
83892,33607,365,3,59.99000168,12.60000038,0.07,179.9700012,167.3699951,-1.700000048,-284.5299988
81596,32617,365,3,59.99000168,21.60000038,0.119999997,179.9700012,158.3699951,0.439999998,69.68000031
105703,42331,365,4,59.99000168,12,0.050000001,239.9600067,227.9600067,-0.059999999,-12.98999977
103211,41345,365,4,59.99000168,35.99000168,0.150000006,239.9600067,203.9700012,0.360000014,74.04000092
112591,45088,365,4,59.99000168,0,0,239.9600067,239.9600067,0.270000011,64.79000092
126156,50489,365,4,59.99000168,9.600000381,0.039999999,239.9600067,230.3600006,0.360000014,83.62000275
110862,44409,365,4,59.99000168,12,0.050000001,239.9600067,227.9600067,0.330000013,74.08999634
105115,42101,365,4,59.99000168,13.19999981,0.059999999,239.9600067,226.7599945,0.409999996,92.97000122
125992,50424,365,4,59.99000168,31.19000053,0.129999995,239.9600067,208.7700043,0.340000004,70.55999756
104060,41686,403,1,129.9900055,5.199999809,0.039999999,129.9900055,124.7900009,0.330000013,40.56000137
104577,41896,403,1,129.9900055,5.199999809,0.039999999,129.9900055,124.7900009,0.330000013,41.18000031
70443,28168,365,1,59.99000168,3,0.050000001,59.99000168,56.99000168,0.479999989,27.36000061
62621,24992,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,0.209999993,26.05999947
77102,30851,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,0.25999999,32.47999954
62834,25074,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,0.289999992,35.81000137
180185,76870,1363,1,215.8200073,10.78999996,0.050000001,215.8200073,205.0299988,0.5,102.5100021
63064,25163,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,0.129999995,15.43999958
70143,28036,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,0.039999999,4.570000172
56759,22679,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,0.5,61.75
59059,23610,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,0.310000002,38.65000153
106946,42828,365,1,59.99000168,3,0.050000001,59.99000168,56.99000168,0.25,14.25
104576,41896,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,-0.050000001,-6.170000076
121833,48713,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,0.159999996,20.12999916
114148,45668,403,1,129.9900055,6.5,0.050000001,129.9900055,123.4899979,0.439999998,54.34000015
178111,74796,1353,1,461.480011,25.37999916,0.059999999,461.480011,436.1000061,0.100000001,43.61000061
69867,27918,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.349999994,42.99000168
75233,30097,365,1,59.99000168,3.299999952,0.059999999,59.99000168,56.68999863,0.349999994,19.84000015
77398,30966,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.439999998,54.04999924
75154,30063,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,-1.5,-184.2599945
55063,22019,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.330000013,39.91999817
60624,24230,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.340000004,41.52000046
121830,48713,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.079999998,9.210000038
105750,42353,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.100000001,12.27999973
114147,45668,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.300000012,36.84999847
105206,42134,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.5,60.45000076
53808,21522,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,-0.239999995,-29.37999916
59474,23767,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.129999995,15.10999966
63711,25433,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,-0.879999995,-105.7799988
177208,73893,1363,1,215.8200073,15.10999966,0.07,215.8200073,200.7100067,0.360000014,72.86000061
75205,30085,365,1,59.99000168,4.199999809,0.07,59.99000168,55.79000092,0.479999989,26.78000069
75410,30172,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.25999999,31.79000092
68790,27478,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.059999999,7.619999886
180291,76976,1363,1,215.8200073,15.10999966,0.07,215.8200073,200.7100067,0.310000002,62.8199997
60210,24063,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,-1.549999952,-187.3800049
127964,51209,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.25999999,31.43000031
177154,73839,1363,1,215.8200073,15.10999966,0.07,215.8200073,200.7100067,-0.699999988,-140.5
178038,74723,1353,1,461.480011,32.29999924,0.07,461.480011,429.1799927,0.090000004,37.77000046
67197,26821,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,-1.600000024,-193.4299927
180417,77102,1363,1,215.8200073,15.10999966,0.07,215.8200073,200.7100067,0.379999995,76.26999664
103859,41608,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.100000001,12.09000015
117478,47009,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.270000011,32.63999939
124787,49916,403,1,129.9900055,11.69999981,0.090000004,129.9900055,118.2900009,0.209999993,24.84000015
74420,29746,365,1,59.99000168,5.400000095,0.090000004,59.99000168,54.59000015,0.109999999,6.170000076
175848,72533,1357,1,210.8500061,18.97999954,0.090000004,210.8500061,191.8699951,0.49000001,94.01999664
103815,41591,365,5,59.99000168,0,0,299.9500122,299.9500122,0.270000011,80.98999786
137558,55002,365,2,59.99000168,18,0.150000006,119.9800034,101.9800034,0.49000001,49.97000122
151253,60445,365,2,59.99000168,18,0.150000006,119.9800034,101.9800034,0.460000008,46.90999985
133933,53586,365,2,59.99000168,20.39999962,0.170000002,119.9800034,99.58000183,0.330000013,32.36000061
141623,56618,365,2,59.99000168,20.39999962,0.170000002,119.9800034,99.58000183,0.370000005,36.84999847
129598,51865,365,2,59.99000168,20.39999962,0.170000002,119.9800034,99.58000183,0.5,49.79000092
69517,27772,365,3,59.99000168,1.799999952,0.01,179.9700012,178.1699982,0.159999996,28.51000023
119406,47752,365,3,59.99000168,7.199999809,0.039999999,179.9700012,172.7700043,0.079999998,12.96000004
78230,31296,365,3,59.99000168,9.899999619,0.059999999,179.9700012,170.0700073,0.209999993,36.22999954
55227,22076,365,3,59.99000168,16.20000076,0.090000004,179.9700012,163.7700043,0.039999999,6.21999979
64279,25665,365,3,59.99000168,27,0.150000006,179.9700012,152.9700012,-0.670000017,-102.0299988
97738,39159,365,3,59.99000168,23.39999962,0.129999995,179.9700012,156.5700073,0.180000007,28.18000031
94022,37669,365,3,59.99000168,27,0.150000006,179.9700012,152.9700012,0.349999994,53.54000092
162010,64813,365,4,59.99000168,12,0.050000001,239.9600067,227.9600067,0.340000004,77.05000305
42917,17162,365,4,59.99000168,38.38999939,0.159999996,239.9600067,201.5700073,0.289999992,58.45000076
32070,12827,365,4,59.99000168,38.38999939,0.159999996,239.9600067,201.5700073,0.090000004,17.73999977
132933,53202,365,4,59.99000168,0,0,239.9600067,239.9600067,0.389999986,93.58000183
147023,58738,365,4,59.99000168,35.99000168,0.150000006,239.9600067,203.9700012,-0.129999995,-25.5
140708,56260,365,4,59.99000168,38.38999939,0.159999996,239.9600067,201.5700073,0.49000001,98.76999664
119407,47752,365,4,59.99000168,12,0.050000001,239.9600067,227.9600067,0.059999999,14.13000011
78074,31239,365,4,59.99000168,24,0.100000001,239.9600067,215.9600067,0.389999986,84.23000336
114415,45772,365,4,59.99000168,43.18999863,0.180000007,239.9600067,196.7700043,0.25999999,51.15999985
94239,37763,365,4,59.99000168,31.19000053,0.129999995,239.9600067,208.7700043,0.49000001,102.2900009
94512,37867,365,4,59.99000168,47.99000168,0.200000003,239.9600067,191.9700012,0.5,95.98000336
79729,31905,365,4,59.99000168,59.99000168,0.25,239.9600067,179.9700012,0.379999995,67.48999786
90567,36269,365,4,59.99000168,59.99000168,0.25,239.9600067,179.9700012,-0.300000012,-53.99000168
94509,37867,365,4,59.99000168,59.99000168,0.25,239.9600067,179.9700012,0.310000002,56.33000183
30449,12179,365,5,59.99000168,9,0.029999999,299.9500122,290.9500122,0.469999999,136.75
165672,66275,365,5,59.99000168,50.99000168,0.170000002,299.9500122,248.9600067,0.079999998,18.67000008
32869,13140,365,5,59.99000168,50.99000168,0.170000002,299.9500122,248.9600067,0.340000004,84.15000153
41061,16444,365,5,59.99000168,53.99000168,0.180000007,299.9500122,245.9600067,-0.280000001,-67.63999939
174677,71362,1353,1,461.480011,0,0,461.480011,461.480011,0.310000002,144.4400024
33103,13232,403,1,129.9900055,0,0,129.9900055,129.9900055,0.370000005,48.09999847
169394,67753,364,1,299.9899902,0,0,299.9899902,299.9899902,0.479999989,144
172187,68879,403,1,129.9900055,0,0,129.9900055,129.9900055,0.090000004,11.18000031
163675,65487,403,1,129.9900055,0,0,129.9900055,129.9900055,-0.079999998,-9.75
162708,65105,403,1,129.9900055,0,0,129.9900055,129.9900055,-0.180000007,-23.79000092
37151,14837,403,1,129.9900055,0,0,129.9900055,129.9900055,0.189999998,24.44000053
115551,46224,365,1,59.99000168,0.600000024,0.01,59.99000168,59.38999939,0.5,29.70000076
174532,71217,1353,1,461.480011,4.610000134,0.01,461.480011,456.8699951,0.25,114.2200012
159939,63972,403,1,129.9900055,1.299999952,0.01,129.9900055,128.6900024,0.479999989,61.77000046
47958,19200,403,1,129.9900055,1.299999952,0.01,129.9900055,128.6900024,0.129999995,16.72999954
45004,18009,403,1,129.9900055,1.299999952,0.01,129.9900055,128.6900024,0.129999995,16.72999954
27107,10831,403,1,129.9900055,1.299999952,0.01,129.9900055,128.6900024,-0.090000004,-11.0699997
170278,68107,403,1,129.9900055,1.299999952,0.01,129.9900055,128.6900024,-0.699999988,-90.08000183
38552,15421,403,1,129.9900055,1.299999952,0.01,129.9900055,128.6900024,0.360000014,46.70999908
174586,71271,1353,1,461.480011,4.610000134,0.01,461.480011,456.8699951,0.050000001,22.84000015
172186,68879,403,1,129.9900055,1.299999952,0.01,129.9900055,128.6900024,0.270000011,34.75
163673,65487,403,1,129.9900055,1.299999952,0.01,129.9900055,128.6900024,0.330000013,41.8199997
42378,16953,403,1,129.9900055,1.299999952,0.01,129.9900055,128.6900024,0.270000011,34.75
124146,49664,365,1,59.99000168,1.200000048,0.02,59.99000168,58.79000092,-1.769999981,-103.8799973
41066,16446,403,1,129.9900055,2.599999905,0.02,129.9900055,127.3899994,0.419999987,53.5
27105,10831,403,1,129.9900055,2.599999905,0.02,129.9900055,127.3899994,0.100000001,12.73999977
37461,14960,365,1,59.99000168,1.200000048,0.02,59.99000168,58.79000092,-0.769999981,-45.09000015
44994,18005,403,1,129.9900055,3.900000095,0.029999999,129.9900055,126.0899963,0.5,63.04999924
27103,10831,403,1,129.9900055,3.900000095,0.029999999,129.9900055,126.0899963,-0.629999995,-79.8199997
32027,12804,365,1,59.99000168,1.799999952,0.029999999,59.99000168,58.18999863,0.25999999,15.13000011
36657,14651,403,1,129.9900055,3.900000095,0.029999999,129.9900055,126.0899963,0.25999999,32.77999878
27538,10990,403,1,129.9900055,3.900000095,0.029999999,129.9900055,126.0899963,0.300000012,37.83000183
163966,65609,403,1,129.9900055,5.199999809,0.039999999,129.9900055,124.7900009,0.419999987,52.40999985
44667,17878,403,1,129.9900055,5.199999809,0.039999999,129.9900055,124.7900009,0.100000001,12.47999954
42501,16998,403,1,129.9900055,5.199999809,0.039999999,129.9900055,124.7900009,-0.730000019,-90.47000122
34955,13970,403,1,129.9900055,5.199999809,0.039999999,129.9900055,124.7900009,0.439999998,54.90999985
27537,10990,403,1,129.9900055,5.199999809,0.039999999,129.9900055,124.7900009,-0.230000004,-28.07999992
34101,13614,365,1,59.99000168,3,0.050000001,59.99000168,56.99000168,0.379999995,21.37000084
110806,44388,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.460000008,56.50999832
32638,13050,365,1,59.99000168,3.299999952,0.059999999,59.99000168,56.68999863,0.5,28.35000038
31580,12613,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,-0.200000003,-24.5699997
166432,66587,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.479999989,58.95999908
156995,62795,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.059999999,7.739999771
47394,18950,403,1,129.9900055,7.150000095,0.059999999,129.9900055,122.8399963,0.449999988,55.27999878
49031,19610,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.349999994,42.31000137
162500,65011,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.349999994,42.31000137
48438,19380,403,1,129.9900055,9.100000381,0.07,129.9900055,120.8899994,0.300000012,36.27000046
162490,65005,403,1,129.9900055,11.69999981,0.090000004,129.9900055,118.2900009,0.239999995,28.38999939
50201,20085,403,1,129.9900055,11.69999981,0.090000004,129.9900055,118.2900009,-0.769999981,-90.73000336
45604,18245,403,1,129.9900055,11.69999981,0.090000004,129.9900055,118.2900009,0.310000002,36.66999817
44495,17810,403,1,129.9900055,11.69999981,0.090000004,129.9900055,118.2900009,0.079999998,8.869999886
49528,19817,403,1,129.9900055,11.69999981,0.090000004,129.9900055,118.2900009,0.460000008,54.40999985
26147,10444,403,1,129.9900055,11.69999981,0.090000004,129.9900055,118.2900009,0.280000001,33.11999893
161560,64637,403,1,129.9900055,13,0.100000001,129.9900055,116.9899979,0.479999989,56.15999985
38180,15269,403,1,129.9900055,13,0.100000001,129.9900055,116.9899979,0.280000001,32.75999832
35196,14064,403,1,129.9900055,13,0.100000001,129.9900055,116.9899979,0.140000001,16.37999916
36402,14551,365,1,59.99000168,6,0.100000001,59.99000168,53.99000168,0.330000013,17.8199997
31771,12698,365,1,59.99000168,6,0.100000001,59.99000168,53.99000168,-1.5,-80.98999786
119424,47758,403,1,129.9900055,15.60000038,0.119999997,129.9900055,114.3899994,0.25999999,29.73999977
170556,68220,403,1,129.9900055,15.60000038,0.119999997,129.9900055,114.3899994,0.059999999,7.210000038
36854,14730,403,1,129.9900055,15.60000038,0.119999997,129.9900055,114.3899994,0.289999992,33.16999817
166013,66411,403,1,129.9900055,15.60000038,0.119999997,129.9900055,114.3899994,0.49000001,56.04999924
31373,12535,403,1,129.9900055,15.60000038,0.119999997,129.9900055,114.3899994,-0.300000012,-34.3199997
169288,67712,403,1,129.9900055,15.60000038,0.119999997,129.9900055,114.3899994,0.469999999,53.75999832
